KANTON BERN	employs_vernacular_name	Grotzen
KANTON BERN	employs_vernacular_name	Rottanne
KANTON BERN	employs_vernacular_name	Rottanne
KANTON BERN	employs_vernacular_name	Tanne
KANTON BERN	employs_vernacular_name	Fiechte
KANTON BERN	employs_vernacular_name	Rottanne
KANTON BERN	employs_vernacular_name	Rottanne
KANTON BERN	employs_vernacular_name	Rottanne
KANTON BERN	employs_vernacular_name	Rottanne
KANTON BERN	employs_vernacular_name	Rottannä
KANTON BERN	employs_vernacular_name	Rottanne
KANTON BERN	employs_vernacular_name	Tanne
KANTON WALLIS	employs_vernacular_name	Tanne
KANTON WALLIS	employs_vernacular_name	Tanne
KANTON WALLIS	employs_vernacular_name	Tanna
KANTON WALLIS	employs_vernacular_name	Tanna
KANTON AARGAU	employs_vernacular_name	Rottanne
KANTON AARGAU	employs_vernacular_name	Tanne
KANTON AARGAU	employs_vernacular_name	Rottanne
KANTON AARGAU	employs_vernacular_name	Rottanne
KANTON AARGAU	employs_vernacular_name	Rottanne
KANTON AARGAU	employs_vernacular_name	Rottanne
KANTON AARGAU	employs_vernacular_name	Rottanne
KANTON AARGAU	employs_vernacular_name	Mägden,
KANTON AARGAU	employs_vernacular_name	Rottanne
KANTON AARGAU	employs_vernacular_name	Rottanne
KANTON AARGAU	employs_vernacular_name	Rotanne
KANTON AARGAU	employs_vernacular_name	Rottanne
KANTON AARGAU	employs_vernacular_name	Rottanne
KANTON AARGAU	employs_vernacular_name	Roottanne
KANTON LUZERN	employs_vernacular_name	Rottanne
KANTON LUZERN	employs_vernacular_name	Rottanne
KANTON LUZERN	employs_vernacular_name	Rottanne
KANTON LUZERN	employs_vernacular_name	Rottanne
KANTON UNTERWALDEN OB DEM WALD	employs_vernacular_name	Schärmtannä
KANTON UNTERWALDEN OB DEM WALD	employs_vernacular_name	Grotzä
KANTON SCHAFFHAUSEN	employs_vernacular_name	Rottanne
KANTON SCHAFFHAUSEN	employs_vernacular_name	Tanne
KANTON ZÜRICH	employs_vernacular_name	Rottanne
KANTON ZÜRICH	employs_vernacular_name	Tanne
KANTON ZÜRICH	employs_vernacular_name	Rottanne
KANTON ZÜRICH	employs_vernacular_name	Tanne
KANTON ZÜRICH	employs_vernacular_name	Rottane
KANTON ZÜRICH	employs_vernacular_name	Rottanne
KANTON ZÜRICH	employs_vernacular_name	Rottanne
KANTON ZÜRICH	employs_vernacular_name	Rottanne
KANTON SCHWYZ	employs_vernacular_name	Rottannä
KANTON SCHWYZ	employs_vernacular_name	Rottann
KANTON SCHWYZ	employs_vernacular_name	Rottannä
KANTON URI	employs_vernacular_name	Rottannä
KANTON URI	employs_vernacular_name	Rottannä
KANTON TESSIN	employs_vernacular_name	Tannu
KANTON THURGAU	employs_vernacular_name	Rottane
KANTON THURGAU	employs_vernacular_name	Rottane
KANTON APPENZELL I.RH.	employs_vernacular_name	Rottanne
KANTON APPENZELL I.RH.	employs_vernacular_name	Tänneli
KANTON ST. GALLEN	employs_vernacular_name	Rottanne
KANTON ST. GALLEN	employs_vernacular_name	Rottanne
KANTON ST. GALLEN	employs_vernacular_name	Rottanne
KANTON ST. GALLEN	employs_vernacular_name	Rottanne
KANTON ST. GALLEN	employs_vernacular_name	Roottanna
KANTON ST. GALLEN	employs_vernacular_name	Tannä
KANTON ST. GALLEN	employs_vernacular_name	Rottanne
KANTON ST. GALLEN	employs_vernacular_name	Tannä
KANTON ST. GALLEN	employs_vernacular_name	Rottannä
KANTON ST. GALLEN	employs_vernacular_name	Grotza
KANTON ST. GALLEN	employs_vernacular_name	Rottanna
KANTON ST. GALLEN	employs_vernacular_name	Grotzen
KANTON ST. GALLEN	employs_vernacular_name	Rottanne
KANTON ST. GALLEN	employs_vernacular_name	Rone
KANTON ST. GALLEN	employs_vernacular_name	Grotze
KANTON ST. GALLEN	employs_vernacular_name	Tane
KANTON ST. GALLEN	employs_vernacular_name	Tanne
KANTON GLARUS	employs_vernacular_name	Tschuupe
KANTON GRAUBÜNDEN	employs_vernacular_name	Rottanna
KANTON GRAUBÜNDEN	employs_vernacular_name	Rottanna
KANTON GRAUBÜNDEN	employs_vernacular_name	Tanna
KANTON GRAUBÜNDEN	employs_vernacular_name	Rottanne
KANTON GRAUBÜNDEN	employs_vernacular_name	Rottannä
KANTON GRAUBÜNDEN	employs_vernacular_name	Rottannä
KANTON GRAUBÜNDEN	employs_vernacular_name	Rottannä
KANTON GRAUBÜNDEN	employs_vernacular_name	Tanna
KANTON GRAUBÜNDEN	employs_vernacular_name	Valendas
KANTON GRAUBÜNDEN	employs_vernacular_name	Tanna
KANTON GRAUBÜNDEN	employs_vernacular_name	Tannä
KANTON GRAUBÜNDEN	employs_vernacular_name	Tanna
KANTON GRAUBÜNDEN	employs_vernacular_name	Rottana
KANTON GRAUBÜNDEN	employs_vernacular_name	Rottanna
FÜRSTENTUM LIECHTENSTEIN	employs_vernacular_name	Tanna
FÜRSTENTUM LIECHTENSTEIN	employs_vernacular_name	Tanna
FÜRSTENTUM LIECHTENSTEIN	employs_vernacular_name	Rottanna
FÜRSTENTUM LIECHTENSTEIN	employs_vernacular_name	Rottanna
KANTON BASEL-LANDSCHAFT	employs_vernacular_name	Arve
KANTON BASEL-LANDSCHAFT	employs_vernacular_name	Arvä
KANTON BERN	employs_vernacular_name	Arvä
KANTON BERN	employs_vernacular_name	Arve
KANTON BERN	employs_vernacular_name	Zirbe
KANTON BERN	employs_vernacular_name	Arvä
KANTON BERN	employs_vernacular_name	Arbä
KANTON BERN	employs_vernacular_name	Arve
KANTON BERN	employs_vernacular_name	Arve
KANTON WALLIS	employs_vernacular_name	Arbe
KANTON WALLIS	employs_vernacular_name	Arve
KANTON WALLIS	employs_vernacular_name	Arve
KANTON AARGAU	employs_vernacular_name	Zeipe
KANTON AARGAU	employs_vernacular_name	Arve
KANTON LUZERN	employs_vernacular_name	Arvä
KANTON LUZERN	employs_vernacular_name	Arve
KANTON LUZERN	employs_vernacular_name	Arve
KANTON UNTERWALDEN NID DEM WALD	employs_vernacular_name	Arvä
KANTON SCHWYZ	employs_vernacular_name	Arvä
KANTON SCHWYZ	employs_vernacular_name	Arvä
KANTON SCHWYZ	employs_vernacular_name	Arvä
KANTON SCHWYZ	employs_vernacular_name	Arvä
KANTON SCHWYZ	employs_vernacular_name	Arvä
KANTON URI	employs_vernacular_name	Arfä
KANTON URI	employs_vernacular_name	Arfä
KANTON TESSIN	employs_vernacular_name	Arvu
KANTON ST. GALLEN	employs_vernacular_name	Arbä
KANTON ST. GALLEN	employs_vernacular_name	Arve
KANTON ST. GALLEN	employs_vernacular_name	Arva
KANTON ST. GALLEN	employs_vernacular_name	Arva
KANTON ST. GALLEN	employs_vernacular_name	Arvä
KANTON ST. GALLEN	employs_vernacular_name	Arvä
KANTON ST. GALLEN	employs_vernacular_name	Arvä
KANTON ST. GALLEN	employs_vernacular_name	Arvä
KANTON ST. GALLEN	employs_vernacular_name	Arvä
KANTON ST. GALLEN	employs_vernacular_name	Arva
KANTON ST. GALLEN	employs_vernacular_name	Zürbel
KANTON ST. GALLEN	employs_vernacular_name	Arve
KANTON GRAUBÜNDEN	employs_vernacular_name	Zirbel
KANTON GRAUBÜNDEN	employs_vernacular_name	Arva
KANTON GRAUBÜNDEN	employs_vernacular_name	Arva
KANTON GRAUBÜNDEN	employs_vernacular_name	Arva
KANTON GRAUBÜNDEN	employs_vernacular_name	Arba
KANTON GRAUBÜNDEN	employs_vernacular_name	Arvä
KANTON GRAUBÜNDEN	employs_vernacular_name	Arvä
KANTON GRAUBÜNDEN	employs_vernacular_name	Valendas
KANTON GRAUBÜNDEN	employs_vernacular_name	Arba
KANTON GRAUBÜNDEN	employs_vernacular_name	Arvä
KANTON GRAUBÜNDEN	employs_vernacular_name	Arva
KANTON GRAUBÜNDEN	employs_vernacular_name	Zierbele
KANTON GRAUBÜNDEN	employs_vernacular_name	Arva
KANTON GRAUBÜNDEN	employs_vernacular_name	Arva
